Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BIL,BIL,BIL,BIL,BIL,BIL
Date,,,,,,
2010-01-04,73.66846466064453,91.69999694824219,91.72000122070312,91.68000030517578,91.69999694824219,192800
2010-01-05,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.69999694824219,105600
2010-01-06,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,450300
2010-01-07,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,264350
2010-01-08,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,116700
2010-01-11,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,131100
2010-01-12,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,142400
2010-01-13,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.69999694824219,133300
2010-01-14,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.69999694824219,53300
2010-01-15,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.69999694824219,83700
2010-01-19,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.72000122070312,61250
2010-01-20,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.72000122070312,76500
2010-01-21,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.69999694824219,188900
2010-01-22,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.72000122070312,103850
2010-01-25,73.68447875976562,91.72000122070312,91.72000122070312,91.66000366210938,91.72000122070312,132000
2010-01-26,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.72000122070312,136000
2010-01-27,73.70060729980469,91.73999786376953,91.73999786376953,91.68000030517578,91.68000030517578,406850
2010-01-28,73.68447875976562,91.72000122070312,91.73999786376953,91.69999694824219,91.69999694824219,117500
2010-01-29,73.70060729980469,91.73999786376953,91.73999786376953,91.69999694824219,91.72000122070312,190750
2010-02-01,73.68447875976562,91.72000122070312,91.73999786376953,91.69999694824219,91.69999694824219,364350
2010-02-02,73.66846466064453,91.69999694824219,91.73999786376953,91.69999694824219,91.72000122070312,170950
2010-02-03,73.70060729980469,91.73999786376953,91.76000213623047,91.72000122070312,91.73999786376953,739400
2010-02-04,73.70060729980469,91.73999786376953,91.73999786376953,91.72000122070312,91.72000122070312,155750
2010-02-05,73.70060729980469,91.73999786376953,91.73999786376953,91.69999694824219,91.69999694824219,685400
2010-02-08,73.70060729980469,91.73999786376953,91.73999786376953,91.72000122070312,91.72000122070312,215150
2010-02-09,73.70060729980469,91.73999786376953,91.73999786376953,91.72000122070312,91.73999786376953,314850
2010-02-10,73.70060729980469,91.73999786376953,91.73999786376953,91.69999694824219,91.72000122070312,233950
2010-02-11,73.70060729980469,91.73999786376953,91.73999786376953,91.72000122070312,91.73999786376953,109900
2010-02-12,73.70060729980469,91.73999786376953,91.73999786376953,91.72000122070312,91.73999786376953,144400
2010-02-16,73.70060729980469,91.73999786376953,91.73999786376953,91.72000122070312,91.73999786376953,155950
2010-02-17,73.65238952636719,91.68000030517578,91.73999786376953,91.68000030517578,91.73999786376953,338900
2010-02-18,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,103800
2010-02-19,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.72000122070312,287550
2010-02-22,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,170250
2010-02-23,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.72000122070312,86850
2010-02-24,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.69999694824219,144950
2010-02-25,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,67250
2010-02-26,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.69999694824219,104250
2010-03-01,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.72000122070312,265300
2010-03-02,73.66846466064453,91.69999694824219,91.72000122070312,91.68000030517578,91.72000122070312,82950
2010-03-03,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.72000122070312,278900
2010-03-04,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,137250
2010-03-05,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,285700
2010-03-08,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,200650
2010-03-09,73.65238952636719,91.68000030517578,91.69999694824219,91.66000366210938,91.68000030517578,824200
2010-03-10,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.68000030517578,127200
2010-03-11,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,151050
2010-03-12,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,106100
2010-03-15,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,143500
2010-03-16,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,98650
2010-03-17,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,228250
2010-03-18,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,83400
2010-03-19,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,107100
2010-03-22,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.68000030517578,204750
2010-03-23,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.68000030517578,148450
2010-03-24,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,161800
2010-03-25,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.69999694824219,283300
2010-03-26,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,127150
2010-03-29,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.69999694824219,173250
2010-03-30,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.69999694824219,231300
2010-03-31,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.72000122070312,248100
2010-04-01,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.68000030517578,520800
2010-04-05,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.69999694824219,464050
2010-04-06,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,276000
2010-04-07,73.65238952636719,91.68000030517578,91.72000122070312,91.68000030517578,91.72000122070312,725100
2010-04-08,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,130250
2010-04-09,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,195150
2010-04-12,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,102300
2010-04-13,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,96350
2010-04-14,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,158500
2010-04-15,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,116750
2010-04-16,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,263250
2010-04-19,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.68000030517578,100600
2010-04-20,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,69150
2010-04-21,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,120100
2010-04-22,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,28350
2010-04-23,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.69999694824219,103000
2010-04-26,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.68000030517578,222300
2010-04-27,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,579550
2010-04-28,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.68000030517578,214950
2010-04-29,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.68000030517578,76550
2010-04-30,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,191450
2010-05-03,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.69999694824219,228150
2010-05-04,73.65238952636719,91.68000030517578,91.69999694824219,91.68000030517578,91.68000030517578,97750
2010-05-05,73.66846466064453,91.69999694824219,91.69999694824219,91.68000030517578,91.69999694824219,287000
2010-05-06,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.68000030517578,212450
2010-05-07,73.68447875976562,91.72000122070312,91.72000122070312,91.68000030517578,91.69999694824219,353300
2010-05-10,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,219550
2010-05-11,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,176250
2010-05-12,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,209450
2010-05-13,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.72000122070312,1255850
2010-05-14,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,189050
2010-05-17,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,140300
2010-05-18,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.72000122070312,187700
2010-05-19,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,354800
2010-05-20,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,442650
2010-05-21,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,463150
2010-05-24,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,168600
2010-05-25,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,343900
2010-05-26,73.70060729980469,91.73999786376953,91.73999786376953,91.69999694824219,91.72000122070312,662100
2010-05-27,73.66846466064453,91.69999694824219,91.72000122070312,91.69999694824219,91.72000122070312,518600
2010-05-28,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.72000122070312,280750
2010-06-01,73.68447875976562,91.72000122070312,91.72000122070312,91.69999694824219,91.69999694824219,550750
2010-06-02,73.70060729980469,91.73999786376953,91.73999786376953,91.69999694824219,91.69999694824219,959800
